1649498465,2022,4,9,1200,48.00
1649497331,2022,4,9,1100,48.00
1649494866,2022,4,9,1100,48.00
1649491265,2022,4,9,1000,48.00
1649487665,2022,4,9,900,48.00
1649484065,2022,4,9,800,48.00
1649480465,2022,4,9,700,48.00
1649476865,2022,4,9,600,48.00
1649473265,2022,4,9,500,48.00
1649469665,2022,4,9,400,48.00
1649466065,2022,4,9,300,48.00
1649462466,2022,4,9,200,48.00
1649458865,2022,4,9,100,48.00
1649455265,2022,4,9,0,48.00
1649451666,2022,4,8,2300,48.00
1649448065,2022,4,8,2200,48.00
1649444465,2022,4,8,2100,49.00
1649440865,2022,4,8,2000,49.00
1649437265,2022,4,8,1900,49.00
1649433666,2022,4,8,1800,49.00
1649430065,2022,4,8,1700,48.00
1649426466,2022,4,8,1600,48.00
1649422865,2022,4,8,1500,48.00
1649419265,2022,4,8,1400,48.00
1649415666,2022,4,8,1300,48.00
1649412065,2022,4,8,1200,48.00
1649408466,2022,4,8,1100,48.00
1649404866,2022,4,8,1000,48.00
1649401265,2022,4,8,900,48.00
1649397665,2022,4,8,800,48.00
1649394065,2022,4,8,700,48.00
1649390465,2022,4,8,600,48.00
1649386865,2022,4,8,500,48.00
1649383265,2022,4,8,400,48.00
1649379666,2022,4,8,300,48.00
1649376065,2022,4,8,200,48.00
1649372465,2022,4,8,100,48.00
1649368865,2022,4,8,0,48.00
1649365265,2022,4,7,2300,48.00
1649361665,2022,4,7,2200,48.00
1649358065,2022,4,7,2100,48.00
1649354466,2022,4,7,2000,47.00
1649350866,2022,4,7,1900,47.00
1649347265,2022,4,7,1800,47.00
1649343666,2022,4,7,1700,47.00
1649340066,2022,4,7,1600,47.00
1649336466,2022,4,7,1500,48.00
1649332865,2022,4,7,1400,48.00
1649329266,2022,4,7,1300,48.00
1649325665,2022,4,7,1200,48.00
1649322065,2022,4,7,1100,48.00
1649318466,2022,4,7,1000,48.00
1649314866,2022,4,7,900,48.00
1649311265,2022,4,7,800,48.00
1649307666,2022,4,7,700,48.00
1649304065,2022,4,7,600,48.00
1649300466,2022,4,7,500,48.00
1649296866,2022,4,7,400,48.00
1649293266,2022,4,7,300,48.00
1649289666,2022,4,7,200,47.00
1649286066,2022,4,7,100,48.00
1649282465,2022,4,7,0,48.00
1649278866,2022,4,6,2300,48.00
1649275266,2022,4,6,2200,48.00
1649271665,2022,4,6,2100,48.00
1649268065,2022,4,6,2000,48.00
1649264465,2022,4,6,1900,48.00
1649260865,2022,4,6,1800,48.00
1649257265,2022,4,6,1700,48.00
1649253665,2022,4,6,1600,48.00
1649250065,2022,4,6,1500,51.00
1649246465,2022,4,6,1400,51.00
1649242865,2022,4,6,1300,51.00
1649239266,2022,4,6,1200,51.00
1649235666,2022,4,6,1100,51.00
1649232066,2022,4,6,1000,51.00
1649228465,2022,4,6,900,51.00
1649224865,2022,4,6,800,51.00
1649221265,2022,4,6,700,51.00
1649217665,2022,4,6,600,51.00
1649214065,2022,4,6,500,51.00
1649210465,2022,4,6,400,51.00
1649206865,2022,4,6,300,51.00
1649203266,2022,4,6,200,51.00
1649199665,2022,4,6,100,51.00
1649196065,2022,4,6,0,51.00
1649192465,2022,4,5,2300,51.00
1649188865,2022,4,5,2200,51.00
1649185265,2022,4,5,2100,52.00
1649181665,2022,4,5,2000,52.00
1649178065,2022,4,5,1900,51.00
1649174465,2022,4,5,1800,52.00
1649170865,2022,4,5,1700,52.00
1649167265,2022,4,5,1600,54.00
1649163665,2022,4,5,1500,52.00
1649160065,2022,4,5,1400,52.00
1649156465,2022,4,5,1300,52.00
1649152865,2022,4,5,1200,52.00
1649149265,2022,4,5,1100,52.00
1649145665,2022,4,5,1000,52.00
1649142065,2022,4,5,900,52.00
1649138465,2022,4,5,800,52.00
1649134865,2022,4,5,700,52.00
1649131266,2022,4,5,600,52.00
1649127665,2022,4,5,500,52.00
1649124065,2022,4,5,400,52.00
1649120465,2022,4,5,300,52.00
1649116865,2022,4,5,200,52.00
1649113265,2022,4,5,100,52.00
1649109665,2022,4,5,0,52.00
1649106065,2022,4,4,2300,52.00
1649102465,2022,4,4,2200,52.00
1649098865,2022,4,4,2100,52.00
1649095265,2022,4,4,2000,52.00
1649091665,2022,4,4,1900,51.00
1649088065,2022,4,4,1800,51.00
1649084466,2022,4,4,1700,51.00
1649080865,2022,4,4,1600,50.00
1649077265,2022,4,4,1500,49.00
1649073665,2022,4,4,1400,49.00
1649070065,2022,4,4,1300,49.00
1649066466,2022,4,4,1200,49.00
1649062866,2022,4,4,1100,49.00
1649059265,2022,4,4,1000,49.00
1649055665,2022,4,4,900,49.00
1649052065,2022,4,4,800,49.00
